"Not_grabbed	Grabbed"
2753.0	1494.0
2918.0	1857.0
2952.0	1861.0
0.0	2218.0
0.0	2318.0
0.0	2408.0
0.0	2517.0
0.0	2520.0
0.0	2522.0
0.0	2522.0
0.0	2646.0
0.0	2646.0
0.0	2680.0
0.0	2680.0
0.0	2680.0
0.0	2680.0
0.0	2680.0
0.0	2709.0
0.0	2709.0
0.0	2709.0
0.0	2782.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
